qx,qy,emitx,emity
1.80290152142,1.40199737294,3.13826121914e-08,1.06877385003e-08
1.81285543662,1.40194419864,3.1606398514e-08,1.19762534644e-08
1.82280520793,1.40189121646,2.88623498188e-08,1.17976015223e-08
1.83275073408,1.40183843265,2.80079917853e-08,1.2402596544e-08
1.84269191025,1.40178585347,2.62855191536e-08,1.25209992001e-08
1.8526286279,1.40173348513,2.52499717427e-08,1.30633992324e-08
1.86256077464,1.40168133382,2.49383515994e-08,1.37717855909e-08
1.87248823404,1.40162940575,2.38541838039e-08,1.35801129933e-08
1.38198708001,1.41539081173,9.17542882971e-09,1.21302341913e-08
1.39205612773,1.41533539921,9.42754221624e-09,1.15420218845e-08
1.40212327188,1.41527991106,1.1860948484e-08,8.58042062341e-09
1.41218848838,1.41522435355,1.27233367744e-08,7.32350114671e-09
1.42225175213,1.41516873296,1.27649393765e-08,6.79624031778e-09
1.43231303704,1.41511305559,1.39978646837e-08,6.29473306295e-09
1.44237231599,1.41505732774,1.33114478547e-08,6.32281991315e-09
1.4524295608,1.41500155575,1.27534149897e-08,6.22575514645e-09
1.46248474222,1.41494574595,1.24006169159e-08,6.54822623727e-09
1.47253782991,1.41488990467,1.23871971293e-08,6.22289430959e-09
1.48258879243,1.41483403829,1.21276768027e-08,6.30195437273e-09
1.49263759717,1.41477815316,1.17362885208e-08,6.20895794246e-09
1.50268421037,1.41472225565,1.15329854476e-08,6.24905056042e-09
1.51272859705,1.41466635216,1.16320338858e-08,6.39243894587e-09
1.52277072103,1.41461044908,1.11580987321e-08,6.34776932445e-09
1.53281054485,1.41455455279,1.13632295853e-08,6.81887224339e-09
1.54284802977,1.41449866971,1.07465792439e-08,6.42126572305e-09
1.55288313572,1.41444280624,1.09552786492e-08,6.8007691448e-09
1.56291582126,1.41438696879,1.1309389418e-08,6.72329985876e-09
1.57294604355,1.41433116379,1.13642309588e-08,6.52628158392e-09
1.58297375832,1.41427539765,1.18483145197e-08,6.53513162849e-09
1.5929989198,1.41421967681,1.39848547183e-08,6.96486865702e-09
1.60302148068,1.41416400767,1.4640924815e-08,7.23173277432e-09
1.6130413921,1.41410839667,1.49681127451e-08,7.18208531804e-09
1.62305860356,1.41405285023,1.64816140188e-08,7.3997386384e-09
1.63307306288,1.41399737478,1.56531170061e-08,7.26773039313e-09
1.64308471615,1.41394197674,1.83786448424e-08,7.52742901553e-09
1.65309350767,1.41388666254,1.74341835001e-08,7.85584621723e-09
1.66309937991,1.41383143858,1.75423424497e-08,7.98320956055e-09
1.67310227341,1.41377631129,1.859427687e-08,8.41605779544e-09
1.68310212675,1.41372128708,2.1489188148e-08,8.87622564876e-09
1.69309887646,1.41366637235,2.47896461832e-08,8.80387358518e-09
1.70309245695,1.41361157349,2.81915090206e-08,9.00940039066e-09
1.71308280046,1.41355689691,3.17864440974e-08,9.45295678171e-09
1.72306983696,1.41350234898,3.93809023775e-08,9.3068371745e-09
1.73305349404,1.41344793609,3.7878408636e-08,9.84363733147e-09
1.7430336969,1.41339366459,3.86389642747e-08,9.6284136816e-09
1.75301036818,1.41333954085,3.80579940823e-08,1.02019532693e-08
1.76298342792,1.41328557121,3.83816351683e-08,1.03764276978e-08
1.77295279343,1.413231762,3.66548168412e-08,1.07946076576e-08
1.7829183792,1.41317811955,3.34634888524e-08,1.03843774524e-08
1.79288009678,1.41312465017,3.38458685082e-08,1.11171536614e-08
1.80283785467,1.41307136015,3.27414865343e-08,1.12663008921e-08
1.81279155822,1.41301825576,3.1086301485e-08,1.13247258537e-08
1.82274110946,1.41296534328,2.97519887373e-08,1.18245683369e-08
1.832686407,1.41291262896,2.84430380378e-08,1.18927810964e-08
1.84262734589,1.41286011902,2.70442695268e-08,1.20410279767e-08
1.85256381745,1.41280781967,2.53401949758e-08,1.16783355871e-08
1.86249570913,1.41275573711,2.4049205866e-08,1.24715490765e-08
1.87242290436,1.41270387752,2.33068851695e-08,1.22209671568e-08
1.38192561251,1.42645943217,9.04745296413e-09,1.2986667141e-08
1.39199474776,1.42640408342,8.71138172758e-09,1.2291883919e-08
1.40206197242,1.42634865916,8.84627200103e-09,1.2600236774e-08
1.41212726244,1.42629316566,1.18369303755e-08,8.38217488315e-09
1.42219059277,1.4262376092,1.21377035605e-08,7.32064329855e-09
1.43225193736,1.42618199605,1.27817679363e-08,7.04728576896e-09
1.44231126912,1.42612633254,1.29656348293e-08,6.59162891881e-09
1.4523685599,1.42607062496,1.28142323115e-08,6.1892329416e-09
1.46242378047,1.42601487965,1.22894126722e-08,6.23468837515e-09
1.47247690054,1.42595910295,1.21010667666e-08,6.35598032968e-09
1.48252788865,1.4259033012,1.17674093709e-08,6.34545584591e-09
1.49257671222,1.42584748077,1.1644953213e-08,5.90801189528e-09
1.50262333751,1.42579164802,1.15340878075e-08,6.20966950406e-09
1.51266772954,1.42573580933,1.13526345938e-08,6.17148520809e-09
1.52270985214,1.42567997108,1.11148243438e-08,6.17019093142e-09
1.53274966784,1.42562413965,1.10567504626e-08,6.31628306381e-09
1.54278713791,1.42556832146,1.07580010822e-08,6.55277668932e-09
1.55282222226,1.4255125229,1.08785313913e-08,6.37993655225e-09
1.56285487945,1.42545675036,1.14682932651e-08,6.31507769407e-09
1.57288506662,1.42540101028,1.14389979632e-08,6.2193097199e-09
1.58291273948,1.42534530905,1.15701675118e-08,6.50320550771e-09
1.59293785224,1.42528965309,1.26891370827e-08,6.74408090118e-09
1.60296035757,1.42523404882,1.52332319546e-08,6.77777314939e-09
1.61298020658,1.42517850267,1.62309979877e-08,7.28483107864e-09
1.62299734873,1.42512302103,1.60477672875e-08,7.27878576334e-09
1.63301173181,1.42506761034,1.70349455824e-08,7.35771428022e-09
1.64302330187,1.42501227701,1.80007184178e-08,7.40106207523e-09
1.65303200318,1.42495702745,1.86836807488e-08,7.63669568459e-09
1.66303777813,1.42490186808,1.81697356448e-08,7.91742420869e-09
1.67304056723,1.42484680529,2.00111046292e-08,8.32684079484e-09
1.683040309,1.4247918455,2.28558689507e-08,8.37268734742e-09
1.6930369399,1.42473699509,2.74938848943e-08,8.61709131185e-09
1.7030303943,1.42468226047,2.99470713722e-08,9.00906795169e-09
1.71302060435,1.42462764801,3.69268586611e-08,9.34799778327e-09
1.72300749994,1.42457316409,4.06765413593e-08,9.6915189142e-09
1.73299100862,1.42451881509,4.07422298181e-08,9.70275630596e-09
1.74297105547,1.42446460735,3.88022480657e-08,9.80327113404e-09
1.75294756307,1.42441054723,3.77322807151e-08,9.3374891661e-09
1.76292045136,1.42435664106,3.79886467583e-08,1.00677402443e-08
1.77288963754,1.42430289518,3.69690574235e-08,1.07750605159e-08
1.78285503602,1.42424931589,3.52422358428e-08,1.07554794497e-08
1.79281655824,1.4241959095,3.32982267011e-08,1.04788739678e-08
1.80277411258,1.4241426823,3.27866070192e-08,1.11899094304e-08
1.81272760428,1.42408964055,3.17425571032e-08,1.13706311944e-08
1.82267693525,1.42403679051,2.9441434497e-08,1.11750721419e-08
1.83262200397,1.42398413843,2.81483685269e-08,1.13545213635e-08
1.84256270535,1.42393169052,2.67983602898e-08,1.20592620717e-08
1.85249893058,1.423879453,2.61723640034e-08,1.16630438647e-08
1.86243056696,1.42382743204,2.50180496338e-08,1.20838949683e-08
1.87235749778,1.42377563381,2.42398544793e-08,1.22067780938e-08
1.38186407893,1.43752567015,8.54804761617e-09,1.21508359117e-08
1.39193330185,1.43747037762,8.40978438508e-09,1.24020364762e-08
1.40200060715,1.43741500971,8.23067230218e-09,1.15123320389e-08
1.41206597081,1.43735957266,8.2333710871e-09,1.13453905786e-08
1.42212936784,1.43730407274,1.01711556858e-08,9.58461972227e-09
1.43219077221,1.43724851624,1.16515074517e-08,7.59182169617e-09
1.44225015688,1.43719290946,1.15964710211e-08,6.52929612414e-09
1.45230749372,1.4371372587,1.1994864733e-08,6.6246797967e-09
1.46236275353,1.43708157028,1.18105943012e-08,6.133885603e-09
1.47241590604,1.43702585055,1.15512360472e-08,6.0071728787e-09
1.48246691981,1.43697010583,1.17044930933e-08,5.98849115627e-09
1.49251576229,1.43691434248,1.14792288447e-08,5.94416058637e-09
1.50256239971,1.43685856687,1.1683922015e-08,5.91969341458e-09
1.51260679715,1.43680278536,1.15424177036e-08,6.17912779875e-09
1.5226489184,1.43674700433,1.11929585257e-08,5.99014637313e-09
1.53268872602,1.43669123015,1.12509434104e-08,6.19365608007e-09
1.54272618126,1.43663546924,1.05225740406e-08,6.19441367478e-09
1.55276124403,1.43657972796,1.09810864974e-08,6.21850217439e-09
1.56279387288,1.43652401274,1.07884400373e-08,6.10931109991e-09
1.57282402493,1.43646832996,1.19484627039e-08,6.1317353541e-09
1.58285165588,1.43641268604,1.28541047768e-08,6.40733005629e-09
1.59287671991,1.43635708738,1.21978898983e-08,6.17552710849e-09
1.60289916968,1.4363015404,1.45689951151e-08,6.62679594714e-09
1.61291895625,1.4362460515,1.56757730082e-08,6.56212796462e-09
1.62293602906,1.4361906271,1.61460140698e-08,6.95157319948e-09
1.63295033587,1.43613527361,1.68832447834e-08,6.88800700652e-09
1.64296182268,1.43607999743,1.82011311702e-08,7.1511313709e-09
1.6529704337,1.43602480498,1.73301605258e-08,7.4128190313e-09
1.66297611131,1.43596970266,1.90889314029e-08,7.67726070877e-09
1.67297879595,1.43591469686,1.90578835936e-08,7.55426222962e-09
1.68297842607,1.43585979398,2.36675968849e-08,8.45272924442e-09
1.69297493809,1.43580500042,2.4795528195e-08,8.23717454492e-09
1.7029682663,1.43575032256,2.92019457502e-08,8.31331305941e-09
1.7129583428,1.43569576677,3.4529871292e-08,9.02690812939e-09
1.7229450974,1.43564133943,3.69323429059e-08,8.95666044298e-09
1.73292845755,1.43558704689,3.92610459068e-08,8.84889475656e-09
1.74290834829,1.43553289551,4.11073931171e-08,9.21245167654e-09
1.75288469208,1.43547889163,3.92887889037e-08,9.68367751405e-09
1.76285740878,1.43542504158,3.82066161084e-08,9.68389060092e-09
1.77282641551,1.43537135169,3.66354558591e-08,9.73456621746e-09
1.78279162655,1.43531782825,3.6339021949e-08,1.05994378308e-08
1.79275295324,1.43526447756,3.43832449664e-08,1.0486354559e-08
1.80271030388,1.43521130591,3.41024060146e-08,1.0791989897e-08
1.81266358356,1.43515831955,3.13959698914e-08,1.06368778347e-08
1.82261269408,1.43510552474,3.01287290198e-08,1.08316799613e-08
1.8325575338,1.43505292771,2.85935796568e-08,1.11272855796e-08
1.84249799748,1.43500053467,2.7551986411e-08,1.13381066224e-08
1.85243397618,1.43494835184,2.53946222235e-08,1.10202753356e-08
1.86236535707,1.43489638537,2.47720848211e-08,1.16040047978e-08
1.87229202326,1.43484464144,2.40754766165e-08,1.22202981691e-08
1.38180248772,1.44858948881,9.13147415782e-09,1.24141378702e-08
1.39187179844,1.44853424501,8.28684281545e-09,1.1805833258e-08
1.40193918449,1.44847892591,8.43669118729e-09,1.18922642437e-08
1.4120046219,1.44842353778,8.21995863236e-09,1.19109559169e-08
1.42206808573,1.44836808688,8.57599191192e-09,1.0915499325e-08
1.43212954999,1.44831257948,1.01793052728e-08,9.11816613169e-09
1.44218898765,1.44825702188,1.14314770542e-08,7.55992464714e-09
1.45224637064,1.44820142038,1.18326966092e-08,6.87121222073e-09
1.46230166977,1.4481457813,1.16185580129e-08,6.48654806232e-09
1.47235485479,1.44809011096,1.17602194143e-08,6.13144838781e-09
1.48240589429,1.4480344157,1.11242843594e-08,6.17733951697e-09
1.49245475572,1.44797870186,1.1289015767e-08,6.03944577605e-09
1.50250140535,1.44792297581,1.12179463611e-08,5.93397188448e-09
1.51254580822,1.44786724391,1.13273006856e-08,6.07443004711e-09
1.52258792817,1.44781151251,1.09269611965e-08,6.31656959783e-09
1.53262772774,1.44775578802,1.10486397005e-08,5.79469118378e-09
1.54266516818,1.4477000768,1.10165904486e-08,6.10865892868e-09
1.55270020939,1.44764438525,1.05228769251e-08,6.06333420541e-09
1.56273280991,1.44758871976,1.15057207588e-08,6.38035427068e-09
1.57276292686,1.44753308672,1.25769636857e-08,6.11791442219e-09
1.5827905159,1.44747749255,1.16771638941e-08,6.0663696195e-09
1.5928155312,1.44742194364,1.34052811993e-08,6.36960031958e-09
1.60283792539,1.44736644639,1.55594296322e-08,6.5208309161e-09
1.61285764951,1.44731100722,1.53834287545e-08,6.37870709272e-09
1.62287465297,1.44725563252,1.59536315746e-08,6.60367411201e-09
1.63288888347,1.44720032871,1.70606151112e-08,6.82364445397e-09
1.64290028699,1.44714510217,1.84305971041e-08,6.89724463173e-09
1.6529088077,1.44708995933,1.70930706309e-08,7.04838546125e-09
1.66291438792,1.44703490657,1.8243279852e-08,7.4572811591e-09
1.67291696804,1.44697995028,2.13522079001e-08,7.61032677737e-09
1.68291648646,1.44692509687,2.35063924909e-08,7.73178254111e-09
1.69291287953,1.4468703527,2.6427009065e-08,8.04326984915e-09
1.70290608149,1.44681572417,2.89390100898e-08,8.26020420305e-09
1.71289602436,1.44676121763,3.58949648688e-08,8.58986404439e-09
1.72288263787,1.44670683946,4.01305499613e-08,8.89533160916e-09
1.73286584943,1.44665259602,4.09568644621e-08,8.67105116723e-09
1.74284558395,1.44659849363,3.90557418929e-08,8.9455510308e-09
1.75282176383,1.44654453865,3.95027544478e-08,8.85039506078e-09
1.76279430884,1.4464907374,3.97810989645e-08,9.56263910071e-09
1.77276313599,1.44643709619,3.75913184843e-08,9.57048768611e-09
1.78272815948,1.44638362132,3.54559320804e-08,9.60684671595e-09
1.79268929054,1.44633031909,3.40317525968e-08,9.63784895389e-09
1.80264643733,1.44627719575,3.40468957143e-08,1.06226448807e-08
1.81259950486,1.44622425758,3.13401732882e-08,9.76946466879e-09
1.82254839479,1.44617151082,3.09354956973e-08,1.07997864269e-08
1.83249300535,1.44611896169,2.92069268295e-08,1.0935699758e-08
1.84243323118,1.44606661641,2.71664157791e-08,1.06201863693e-08
1.85236896319,1.44601448116,2.61054237463e-08,1.09181062703e-08
1.86230008841,1.44596256212,2.52507052644e-08,1.11808575806e-08
1.8722264898,1.44591086545,2.41460722037e-08,1.11619032486e-08
1.38174084734,1.45965084978,8.85418337498e-09,1.22413341573e-08
1.39181024597,1.45959564721,9.13764710015e-09,1.27109004856e-08
1.40187771287,1.45954036946,8.32474194975e-09,1.17208587058e-08
1.41194322414,1.45948502275,8.21939896635e-09,1.16620747045e-08
1.42200675487,1.45942961336,8.0559373526e-09,1.1485296431e-08
1.4320682791,1.45937414755,8.06055889184e-09,1.11240399637e-08
1.44212776984,1.45931863162,8.93988785616e-09,9.2649173964e-09
1.45218519905,1.45926307185,1.01145099149e-08,7.66721095864e-09
1.46224053758,1.45920747457,1.15574160292e-08,6.59035171681e-09
1.47229375518,1.4591518461,1.11932792782e-08,6.36927454547e-09
1.48234482047,1.45909619276,1.11859256281e-08,6.4112544519e-09
1.49239370091,1.45904052089,1.14435024463e-08,6.21385710392e-09
1.50244036278,1.45898483686,1.14562861931e-08,6.00003467776e-09
1.51248477115,1.45892914702,1.13918149461e-08,6.01210460337e-09
1.52252688983,1.45887345772,1.09394273703e-08,5.87553054615e-09
1.53256668139,1.45881777536,1.07656504178e-08,6.21863148534e-09
1.54260410705,1.4587621063,1.07659933659e-08,6.12928503627e-09
1.55263912673,1.45870645693,1.09451950114e-08,6.16087244642e-09
1.56267169894,1.45865083364,1.16295623107e-08,6.26016395372e-09
1.5727017808,1.45859524282,1.31881607967e-08,6.26035742882e-09
1.58272932793,1.45853969087,1.30759085281e-08,6.38676910731e-09
1.59275429451,1.45848418419,1.39737449277e-08,6.29500664461e-09
1.60277663312,1.45842872916,1.56693043421e-08,6.55921357294e-09
1.61279629479,1.45837333221,1.65762367655e-08,6.5925367835e-09
1.62281322887,1.45831799972,1.67049665905e-08,6.46161098995e-09
1.63282738306,1.45826273809,1.75964815854e-08,6.63479393637e-09
1.64283870327,1.45820755373,1.80312460325e-08,6.80848245313e-09
1.65284713364,1.45815245302,1.80999610541e-08,7.09267066199e-09
1.66285261644,1.45809744237,1.96797790539e-08,7.01353376322e-09
1.672855092,1.45804252816,2.13911707325e-08,7.42466403925e-09
1.68285449867,1.45798771677,2.28843881406e-08,7.74015714374e-09
1.69285077276,1.45793301459,2.57342133323e-08,7.59801407826e-09
1.70284384841,1.45787842799,2.93387759547e-08,7.89027108775e-09
1.71283365759,1.45782396333,3.10211665268e-08,7.80619760881e-09
1.72282012996,1.45776962697,3.96646654011e-08,8.39629746243e-09
1.73280319284,1.45771542526,4.12494268163e-08,8.35172688629e-09
1.74278277108,1.45766136455,4.10995712174e-08,8.46886401968e-09
1.75275878698,1.45760745117,4.03193996897e-08,9.03268002145e-09
1.76273116021,1.45755369143,3.82921377533e-08,8.79067767426e-09
1.77269980771,1.45750009164,3.66485018462e-08,9.47849359344e-09
1.78266464354,1.4574466581,3.56070419482e-08,9.41096136385e-09
1.79262557886,1.45739339709,3.50768900534e-08,9.589446041e-09
1.80258252171,1.45734031488,3.30467427413e-08,9.56369038598e-09
1.81253537698,1.45728741773,3.24530843057e-08,9.98629118439e-09
1.8224840462,1.45723471187,3.12360894987e-08,1.04948807134e-08
1.83242842749,1.45718220352,2.9301963256e-08,1.03790475651e-08
1.84236841534,1.4571298989,2.75393033559e-08,1.02601355502e-08
1.85230390054,1.45707780418,2.65829240082e-08,1.10815846392e-08
1.86223476995,1.45702592553,2.49905376007e-08,1.05070517055e-08
1.87216090639,1.45697426911,2.47002330093e-08,1.05214385041e-08
1.38167916626,1.47070971307,8.93947912292e-09,1.21414010419e-08
1.3917486529,1.4706545443,8.76254944504e-09,1.23225422196e-08
1.40181620076,1.47059930043,8.39511299099e-09,1.24118530191e-08
1.41188178598,1.47054398768,7.87853555285e-09,1.18856825851e-08
1.42194538369,1.47048861233,7.78340811938e-09,1.14313173979e-08
1.43200696797,1.47043318063,7.92524562378e-09,1.13559150536e-08
1.44206651188,1.47037769887,7.83469962088e-09,1.03938633813e-08
1.45212398738,1.47032217335,8.30592981883e-09,9.40167499148e-09
1.46217936536,1.47026661037,1.03412669504e-08,7.89961673855e-09
1.47223261561,1.47021101625,1.09896528386e-08,6.85178425198e-09
1.48228370674,1.47015539733,1.1268061795e-08,6.60100170959e-09
